Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Reason
1,21.92,0.5,1,1,Energy,White,0.125,0,0,0,0,ByBirth,360,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Debt, Industry, PriorDefault, ZipCode, Age."
0,36.58,0.29,1,1,Healthcare,Latino,0.0,0,1,10,0,ByBirth,200,18,0,"This application was denied due to Income, YearsEmployed, ZipCode, Debt, Age, PriorDefault."
0,23.0,1.835,1,1,Research,Other,0.0,0,1,1,0,ByBirth,200,53,0,"This application was denied due to Income, YearsEmployed, ZipCode, Debt, CreditScore, PriorDefault."
0,27.58,3.0,1,1,CommunicationServices,White,2.79,0,1,1,1,ByBirth,280,10,0,"This application was denied due to Income, Industry, CreditScore."
1,31.08,3.085,1,1,Energy,White,2.5,0,1,2,1,ByBirth,160,41,0,"This application was denied due to Income, ZipCode, Age, CreditScore, Industry, PriorDefault."
0,30.42,1.375,1,1,Industrials,Black,0.04,0,1,3,0,ByBirth,0,33,0,"This application was denied due to Income, YearsEmployed, CreditScore, Debt, Ethnicity, Age, PriorDefault."
1,22.08,2.335,1,1,Financials,White,0.75,0,0,0,0,ByBirth,180,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Industry, Debt."
1,16.33,4.085,1,1,ConsumerDiscretionary,Black,0.415,0,0,0,1,ByBirth,120,0,0,"This application was denied due to Employed, YearsEmployed, Industry, CreditScore, ZipCode, Ethnicity, Age."
0,21.92,11.665,1,1,Financials,Black,0.085,0,0,0,0,ByBirth,320,5,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Ethnicity, Industry, ZipCode, PriorDefault."
1,21.08,4.125,0,0,ConsumerDiscretionary,Black,0.04,0,0,0,0,ByBirth,140,100,0,"This application was denied due to Income, YearsEmployed, Employed, Industry, CreditScore, ZipCode, Ethnicity, PriorDefault, Age."
1,17.42,6.5,1,1,ConsumerDiscretionary,White,0.125,0,0,0,0,ByBirth,60,100,0,"This application was denied due to Income, YearsEmployed, Employed, Industry, CreditScore, PriorDefault."
1,19.17,4.0,0,0,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,360,1000,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Industry, ZipCode."
1,20.67,0.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,0,44,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Debt, Industry, PriorDefault."
1,26.75,2.0,1,1,Real Estate,White,0.75,0,0,0,1,ByBirth,80,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, ZipCode, Debt, PriorDefault."
1,23.58,0.835,1,1,ConsumerDiscretionary,Black,0.085,0,0,0,1,ByBirth,220,5,0,"This application was denied due to Income, Employed, YearsEmployed, ZipCode, Industry, Debt, CreditScore, Ethnicity, PriorDefault."
1,39.17,2.5,0,0,ConsumerDiscretionary,Black,10.0,0,0,0,1,ByOtherMeans,200,0,0,"This application was denied due to Employed, ZipCode, CreditScore, Industry, Citizen, Ethnicity, Debt, Age, PriorDefault."
1,22.75,11.5,1,1,ConsumerDiscretionary,White,0.415,0,0,0,0,ByBirth,0,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Industry."
1,26.5,2.71,0,0,Energy,White,0.085,0,0,0,0,ByOtherMeans,80,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Citizen, Industry, Debt."
0,16.92,0.5,1,1,ConsumerDiscretionary,White,0.165,0,1,6,1,ByBirth,240,35,0,"This application was denied due to Income, YearsEmployed, ZipCode, Industry, Debt, Age, PriorDefault."
1,23.5,3.165,0,0,Financials,White,0.415,0,1,1,1,ByBirth,280,80,0,"This application was denied due to Income, YearsEmployed, CreditScore, Industry, ZipCode."
0,17.33,9.5,1,1,ConsumerStaples,White,1.75,0,1,10,1,ByBirth,0,10,0,"This application was denied due to Income, Industry, PriorDefault."
1,23.75,0.415,0,0,Energy,White,0.04,0,1,2,0,ByBirth,128,6,0,"This application was denied due to Income, YearsEmployed, ZipCode, Debt, CreditScore, Industry."
1,34.67,1.08,1,1,CommunicationServices,White,1.165,0,0,0,0,ByOtherMeans,28,0,0,"This application was denied due to Employed, Citizen, Industry, CreditScore, Age, Debt, PriorDefault."
1,74.83,19.0,0,0,Healthcare,Latino,0.04,0,1,2,0,ByBirth,0,351,0,"This application was denied due to Income, YearsEmployed, CreditScore, Age, PriorDefault."
1,28.17,0.125,0,0,Financials,White,0.085,0,0,0,0,ByBirth,216,2100,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt, Industry, PriorDefault."
1,24.5,13.335,0,0,ConsumerStaples,White,0.04,0,0,0,1,ByBirth,120,475,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Industry, ZipCode."
1,18.83,3.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,1,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Age, PriorDefault."
1,45.33,1.0,1,1,Materials,White,0.125,0,0,0,1,ByBirth,263,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt, Age."
0,47.25,0.75,1,1,Materials,Black,2.75,1,1,1,0,ByBirth,333,892,1,"This application was approved due to Income, YearsEmployed, Employed, Industry, Citizen."
1,24.17,0.875,1,1,Materials,White,4.625,1,1,2,1,ByBirth,520,2000,1,"This application was approved due to Income, YearsEmployed, Employed, Industry, Citizen, Ethnicity, Age."
1,39.25,9.5,1,1,CommunicationServices,White,6.5,1,1,14,0,ByBirth,240,4607,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Debt, Ethnicity."
0,20.5,11.835,1,1,Energy,Black,6.0,1,0,0,0,ByBirth,340,0,1,"This application was approved due to Income, YearsEmployed, Citizen, Debt, Age."
0,18.83,4.415,0,0,Energy,Black,3.0,1,0,0,0,ByBirth,240,0,1,"This application was approved due to Income, YearsEmployed, Citizen, Debt, Age, PriorDefault."
1,19.17,9.5,1,1,Industrials,White,1.5,1,0,0,0,ByBirth,120,2206,1,"This application was approved due to Income, YearsEmployed, Citizen, Ethnicity, Debt, Age, PriorDefault."
0,25.0,0.875,1,1,Utilities,Black,1.04,1,0,0,1,ByBirth,160,5860,1,"This application was approved due to Income, YearsEmployed, Industry, Citizen, Age."
1,20.17,9.25,1,1,Energy,White,1.665,1,1,3,1,ByBirth,40,28,1,"This application was approved due to YearsEmployed, Employed, ZipCode, Citizen, Ethnicity, Debt, Age, PriorDefault."
1,25.75,0.5,1,1,Energy,White,1.46,1,1,5,1,ByBirth,312,0,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Age, Ethnicity."
1,20.42,7.0,1,1,Energy,White,1.625,1,1,3,0,ByBirth,200,1391,1,"This application was approved due to Income, Employed, YearsEmployed, Citizen, Debt, Ethnicity."
1,28.46,4.0,1,1,Utilities,White,5.0,1,1,3,1,ByBirth,290,2279,1,"This application was approved due to Income, YearsEmployed, Employed, Industry, Citizen, Debt, Ethnicity, Age."
1,39.0,5.0,1,1,InformationTechnology,White,3.5,1,1,10,1,ByBirth,0,0,1,"This application was approved due to Income, Employed, YearsEmployed, CreditScore, ZipCode, Citizen, Debt, Ethnicity, Industry, PriorDefault."
0,64.08,0.165,1,1,Healthcare,Latino,0.0,1,1,1,0,ByBirth,232,100,1,"This application was approved due to Employed, Citizen, Ethnicity, Industry, PriorDefault."
1,28.25,5.125,1,1,Utilities,White,4.75,1,1,2,0,ByBirth,420,7,1,"This application was approved due to YearsEmployed, Employed, Industry, Debt, Citizen, Age, PriorDefault, Ethnicity."
0,28.75,3.75,1,1,Energy,White,1.085,1,1,1,1,ByBirth,371,0,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Debt, Ethnicity."
1,31.33,19.5,1,1,Energy,White,7.0,1,1,16,0,ByBirth,0,5000,1,"This application was approved due to Income, YearsEmployed, ZipCode, CreditScore, Employed, Citizen, Debt, Ethnicity."
0,18.92,9.0,1,1,ConsumerStaples,White,0.75,1,1,2,0,ByBirth,88,591,1,"This application was approved due to Income, Employed, Citizen, Ethnicity, Debt."
0,24.75,3.0,1,1,Materials,Black,1.835,1,1,19,0,ByBirth,0,500,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Industry, Debt, Citizen, Age."
0,30.67,12.0,1,1,Energy,White,2.0,1,1,1,0,ByBirth,220,19,1,"This application was approved due to YearsEmployed, Employed, Citizen, Ethnicity, PriorDefault, Debt."
1,21.0,4.79,0,0,Industrials,White,2.25,1,1,1,1,ByBirth,80,300,1,"This application was approved due to YearsEmployed, Employed, Citizen, Debt, Ethnicity, Industry, Age."
1,13.75,4.0,0,0,Industrials,White,1.75,1,1,2,1,ByBirth,120,1000,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Debt, Ethnicity, Industry, PriorDefault."
0,46.0,4.0,1,1,Research,Other,0.0,1,0,0,0,ByBirth,100,960,1,"This application was approved due to Income, Industry, Citizen, Debt, Ethnicity."
0,44.33,0.0,1,1,Energy,White,2.5,1,0,0,0,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Citizen, Ethnicity."
1,20.25,9.96,1,1,Education,Other,0.0,1,0,0,0,ByBirth,0,0,1,"This application was approved due to Income, ZipCode, Citizen, Debt, Ethnicity, PriorDefault, Age."
1,22.67,2.54,0,0,Energy,Black,2.585,1,0,0,0,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Citizen, Age."
1,28.46,10.5,1,1,Utilities,White,6.5,1,0,0,0,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Industry, Citizen, Debt, Age, Ethnicity."
0,60.92,5.0,1,1,ConsumerStaples,White,4.0,1,1,4,0,ByBirth,0,99,1,"This application was approved due to YearsEmployed, ZipCode, Employed, CreditScore, Citizen, Debt, Ethnicity."
1,16.08,0.75,1,1,Energy,White,1.75,1,1,5,1,ByBirth,352,690,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Ethnicity."
0,28.17,0.375,1,1,Materials,White,0.585,1,1,4,0,ByBirth,80,0,1,"This application was approved due to Income, Employed, CreditScore, Industry, Citizen, Age, PriorDefault, Ethnicity."
1,39.17,1.71,1,1,Utilities,White,0.125,1,1,5,1,ByBirth,480,0,1,"This application was approved due to Income, Employed, CreditScore, Industry, Citizen, Ethnicity, ZipCode."
1,20.42,7.5,1,1,Financials,White,1.5,1,1,1,0,ByBirth,160,234,1,"This application was approved due to YearsEmployed, Employed, Citizen, Ethnicity, Debt, Age."
0,30.0,5.29,1,1,Education,Other,2.25,1,1,5,1,ByBirth,99,500,1,"This application was approved due to Income, YearsEmployed, CreditScore, Employed, Citizen, Debt, Ethnicity."
1,22.83,3.0,1,1,CommunicationServices,White,1.29,1,1,1,0,ByBirth,260,800,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Debt, Age, Ethnicity, PriorDefault."
0,22.5,8.5,1,1,Materials,White,1.75,1,1,10,0,ByBirth,80,990,0,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Industry, Citizen, Ethnicity, Debt."
0,28.58,1.665,1,1,Materials,White,2.415,1,0,0,1,ByBirth,440,0,0,"This application was denied due to Employed, CreditScore, Debt, Age, ZipCode."
1,45.17,1.5,1,1,Energy,White,2.5,1,0,0,1,ByBirth,140,0,0,"This application was approved due to Income, YearsEmployed, Citizen, Ethnicity, Industry."
1,41.58,1.75,1,1,Financials,White,0.21,1,0,0,0,ByBirth,160,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, ZipCode, Debt, Industry, Age."
0,57.08,0.335,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,1,ByBirth,252,2197,0,"This application was approved due to Income, Citizen."
0,55.75,7.08,1,1,Financials,Black,6.75,1,1,3,1,ByBirth,100,50,0,"This application was denied due to Income, ZipCode, CreditScore, Industry, Ethnicity, Age, PriorDefault."
1,43.25,25.21,1,1,Materials,Black,0.21,1,1,1,0,ByBirth,760,90,0,"This application was approved due to Employed, Industry, Citizen, Debt, ZipCode."
0,25.33,2.085,1,1,Energy,Black,2.75,1,0,0,1,ByBirth,360,1,0,"This application was denied due to Income, Employed, CreditScore, Ethnicity, Industry, Debt, ZipCode, PriorDefault."
0,24.58,0.67,1,1,ConsumerStaples,Black,1.75,1,0,0,0,ByBirth,400,0,0,"This application was denied due to Employed, Industry, CreditScore, Debt, Ethnicity, ZipCode."
1,43.17,2.25,1,1,ConsumerDiscretionary,Asian,0.75,1,0,0,0,ByBirth,560,0,0,"This application was denied due to Employed, YearsEmployed, Industry, CreditScore, Ethnicity, Debt, Age, PriorDefault, ZipCode."
1,40.92,0.835,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,130,1,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Debt, ZipCode, Age."
1,31.83,2.5,1,1,ConsumerStaples,White,7.5,1,0,0,1,ByBirth,523,0,0,"This application was denied due to Employed, CreditScore, Industry, Debt, Age, PriorDefault, ZipCode."
0,33.92,1.585,0,0,Healthcare,Latino,0.0,1,0,0,0,ByBirth,320,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Debt, Age."
0,24.92,1.25,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,80,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt, PriorDefault."
1,35.25,3.165,1,1,Utilities,Black,3.75,1,0,0,1,ByBirth,680,0,0,"This application was approved due to Income, YearsEmployed, Industry, Debt, Citizen, Age."
1,34.25,1.75,1,1,Industrials,Asian,0.25,1,0,0,1,ByBirth,163,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Debt, Ethnicity, Age."
1,80.25,5.5,1,1,Energy,White,0.54,1,0,0,0,ByBirth,0,340,0,"This application was approved due to ZipCode, Debt, Citizen, Ethnicity."
1,19.42,1.5,0,0,InformationTechnology,White,2.0,1,0,0,1,ByBirth,100,20,0,"This application was denied due to Income, Employed, CreditScore, ZipCode, Debt, PriorDefault."
1,42.75,3.0,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,0,ByBirth,0,200,0,"This application was denied due to Income, Employed, YearsEmployed, Industry, CreditScore, Ethnicity, Age."
1,19.67,10.0,0,0,Financials,Black,0.835,1,0,0,1,ByBirth,140,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Ethnicity, Industry, PriorDefault."
1,36.33,3.79,1,1,Industrials,White,1.165,1,0,0,1,ByBirth,200,0,0,"This application was denied due to Employed, ZipCode, CreditScore, Age, PriorDefault."
1,30.08,1.04,0,0,ConsumerDiscretionary,Asian,0.5,1,1,10,1,ByBirth,132,28,0,"This application was denied due to Income, YearsEmployed, Industry, ZipCode, Ethnicity, Debt, Age, PriorDefault."
1,44.25,11.0,0,0,Real Estate,White,1.5,1,0,0,0,ByOtherMeans,0,0,0,"This application was denied due to Employed, Citizen, CreditScore, Age."
1,23.58,0.46,0,0,Industrials,White,2.625,1,1,6,1,ByBirth,208,347,0,"This application was denied due to Income, ZipCode, Debt."
1,23.92,1.5,1,1,Real Estate,Black,1.875,1,1,6,0,ByBirth,200,327,1,"This application was approved due to YearsEmployed, Employed, CreditScore, Industry, Citizen, Age, PriorDefault."
1,33.17,1.0,1,1,Utilities,White,0.75,1,1,7,1,ByBirth,340,4071,1,"This application was approved due to Income, Employed, CreditScore, Industry, Citizen, Ethnicity, PriorDefault."
1,48.33,12.0,1,1,CommunicationServices,White,16.0,1,0,0,0,ByOtherMeans,110,0,1,"This application was approved due to Income, YearsEmployed, Debt, Ethnicity."
1,76.75,22.29,1,1,Education,Other,12.75,1,1,1,1,ByBirth,0,109,1,"This application was approved due to YearsEmployed, ZipCode, Employed, Citizen, Debt, Ethnicity."
1,51.33,10.0,1,1,ConsumerDiscretionary,Asian,0.0,1,1,11,0,ByBirth,0,1249,1,"This application was approved due to Income, ZipCode, Employed, CreditScore, Citizen, Debt."
1,34.75,15.0,1,1,Transport,Other,5.375,1,1,9,1,ByBirth,0,134,1,"This application was approved due to ZipCode, YearsEmployed, Employed, CreditScore, Industry, Citizen, Debt, Ethnicity, PriorDefault."
1,38.58,3.335,1,1,Industrials,White,4.0,1,1,14,0,ByBirth,383,1344,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Debt, Ethnicity, Industry, PriorDefault."
0,22.42,11.25,0,0,Utilities,Black,0.75,1,1,4,0,ByBirth,0,321,1,"This application was approved due to Employed, ZipCode, CreditScore, Industry, Citizen, Debt, Age."
1,41.92,0.42,1,1,Energy,Black,0.21,1,1,6,0,ByBirth,220,948,1,"This application was approved due to Income, Employed, CreditScore, Citizen, PriorDefault."
1,29.58,4.5,1,1,Industrials,White,7.5,1,1,2,1,ByBirth,330,0,1,"This application was approved due to Income, Employed, YearsEmployed, Citizen, Debt, Ethnicity, Industry, PriorDefault."
0,32.17,1.46,1,1,Industrials,White,1.085,1,1,16,0,ByBirth,120,2079,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Industry, Ethnicity, Age, PriorDefault."
1,51.42,0.04,1,1,Utilities,Black,0.04,1,0,0,0,ByBirth,0,3000,1,"This application was approved due to Income, ZipCode, Industry, Citizen."
0,22.83,2.29,1,1,Materials,Black,2.29,1,1,7,1,ByBirth,140,2384,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Industry, Citizen, Age."
0,25.0,12.33,1,1,InformationTechnology,Black,3.5,1,1,6,0,ByBirth,400,458,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Debt, Age, PriorDefault."
1,26.75,1.125,1,1,Utilities,Black,1.25,1,0,0,0,ByBirth,0,5298,1,"This application was approved due to Income, YearsEmployed, ZipCode, Industry, Citizen, Age."
1,23.33,1.5,1,1,Energy,Black,1.415,1,0,0,0,ByBirth,422,200,1,"This application was approved due to YearsEmployed, Citizen, Age."
1,24.42,12.335,1,1,Materials,Black,1.585,1,0,0,1,ByBirth,120,0,1,"This application was approved due to Income, YearsEmployed, Industry, Citizen, Debt, Age."
1,42.17,5.04,1,1,Materials,Black,12.75,1,0,0,1,ByBirth,92,0,1,"This application was approved due to Income, YearsEmployed, Industry, Debt, Citizen."
0,20.83,3.0,1,1,ConsumerStaples,White,0.04,1,0,0,0,ByBirth,100,0,1,"This application was approved due to Income, Citizen, Debt, Ethnicity, Age, PriorDefault."
1,23.08,11.5,1,1,Industrials,Black,2.125,1,1,11,1,ByBirth,290,284,1,"This application was approved due to YearsEmployed, Employed, CreditScore, Citizen, Age, Debt, Industry."
0,25.17,2.875,1,1,Utilities,Black,0.875,1,0,0,0,ByBirth,360,0,1,"This application was approved due to Income, Industry, Citizen, Debt, Age."
1,43.08,0.375,0,0,Energy,White,0.375,1,1,8,1,ByBirth,300,162,1,"This application was approved due to Employed, CreditScore, Citizen, Ethnicity, ZipCode, PriorDefault."
0,35.75,0.915,1,1,ConsumerStaples,White,0.75,1,1,4,0,ByBirth,0,1583,1,"This application was approved due to Income, ZipCode, Employed, CreditScore, Citizen, Ethnicity."
1,59.5,2.75,1,1,Industrials,White,1.75,1,1,5,1,ByBirth,60,58,1,"This application was approved due to YearsEmployed, Employed, CreditScore, ZipCode, Citizen, Ethnicity, Industry."
1,21.0,3.0,0,0,Real Estate,White,1.085,1,1,8,1,ByBirth,160,1,1,"This application was approved due to YearsEmployed, Employed, CreditScore, Industry, Debt, Citizen, Ethnicity, Age."
1,21.92,0.54,0,0,Utilities,White,0.04,1,1,1,1,ByBirth,840,59,1,"This application was approved due to Employed, Industry, Citizen, Ethnicity, Age, ZipCode."
0,65.17,14.0,1,1,Healthcare,Latino,0.0,1,1,11,1,ByBirth,0,1400,1,"This application was approved due to Income, Employed, ZipCode, CreditScore, Citizen, Debt, Ethnicity, Industry, PriorDefault."
0,20.33,10.0,1,1,Energy,Black,1.0,1,1,4,0,ByBirth,50,1465,1,"This application was approved due to Income, Employed, ZipCode, CreditScore, Citizen, Debt, Age."
1,32.25,0.165,0,0,Energy,Black,3.25,1,1,1,1,ByBirth,432,8000,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, PriorDefault, ZipCode."
1,30.17,0.5,1,1,Energy,White,1.75,1,1,11,0,ByBirth,32,540,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Citizen, Ethnicity."
1,25.17,6.0,1,1,Energy,White,1.0,1,1,3,0,ByBirth,0,0,1,"This application was approved due to Income, Employed, ZipCode, Citizen, Debt, Ethnicity, Age, PriorDefault."
1,39.17,1.625,1,1,Energy,White,1.5,1,1,10,0,ByBirth,186,4700,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Ethnicity, PriorDefault."
1,39.08,6.0,1,1,CommunicationServices,White,1.29,1,1,5,1,ByBirth,108,1097,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Debt, Citizen, Ethnicity."
1,31.67,0.83,1,1,Utilities,White,1.335,1,1,8,1,ByBirth,303,3290,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Industry, Citizen, Ethnicity, PriorDefault, ZipCode."
1,41.0,0.04,1,1,Education,White,0.04,0,1,1,0,ByOtherMeans,560,0,1,"This application was approved due to Income, Employed, Ethnicity, PriorDefault, Age."
1,48.5,4.25,1,1,CommunicationServices,White,0.125,1,0,0,1,ByBirth,225,0,1,"This application was approved due to Income, Citizen, Debt, Ethnicity."
1,32.67,9.0,0,0,Industrials,Black,5.25,1,0,0,1,ByBirth,154,0,1,"This application was approved due to Income, YearsEmployed, Citizen, Industry, Debt."
0,28.08,15.0,0,0,Education,Other,0.0,1,0,0,0,ByBirth,0,13212,1,"This application was approved due to Income, ZipCode, Citizen, Age, Ethnicity, PriorDefault, Debt."
1,73.42,17.75,1,1,Healthcare,Latino,0.0,1,0,0,1,ByBirth,0,0,1,"This application was approved due to Income, ZipCode, Citizen, Ethnicity, Industry, Debt, Age."
1,64.08,20.0,1,1,Utilities,Black,17.5,1,1,9,1,ByBirth,0,1000,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Industry, Citizen, Debt."
1,51.58,15.0,1,1,Energy,White,8.5,1,1,9,0,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Citizen, Debt, Ethnicity, PriorDefault."
1,26.67,1.75,0,0,Energy,White,1.0,1,1,5,1,ByBirth,160,5777,1,"This application was approved due to Income, Employed, CreditScore, Citizen, Ethnicity, Age, PriorDefault."
1,25.33,0.58,1,1,Energy,White,0.29,1,1,7,1,ByBirth,96,5124,1,"This application was approved due to Income, Employed, CreditScore, Citizen, Ethnicity, Age."
1,30.17,6.5,1,1,InformationTechnology,White,3.125,1,1,8,0,ByBirth,330,1200,1,"This application was approved due to Income, YearsEmployed, CreditScore, Employed, Citizen, Debt, Ethnicity, Industry, ZipCode."
1,27.0,0.75,1,1,Energy,Black,4.25,1,1,3,1,ByBirth,312,150,1,"This application was approved due to YearsEmployed, Employed, Citizen, Age, PriorDefault."
1,23.17,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,1,"This application was approved due to Income, ZipCode, Age, Ethnicity."
1,34.17,5.25,1,1,Industrials,White,0.085,0,0,0,1,ByBirth,290,6,1,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Age."
1,38.67,0.21,1,1,Financials,White,0.085,1,0,0,1,ByBirth,280,0,1,"This application was approved due to Income, Citizen, Ethnicity, ZipCode."
1,25.75,0.75,1,1,Energy,Asian,0.25,1,0,0,0,ByBirth,349,23,1,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Debt, Ethnicity, Industry, PriorDefault."
0,46.08,3.0,1,1,Energy,White,2.375,1,1,8,1,ByBirth,396,4159,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Debt, Citizen, Ethnicity."
0,21.5,6.0,1,1,ConsumerStaples,White,2.5,1,1,3,0,ByBirth,80,918,1,"This application was approved due to Income, YearsEmployed, Employed, Debt, Citizen, Ethnicity, Age."
1,20.08,0.125,1,1,Materials,White,1.0,0,1,1,0,ByBirth,240,768,1,"This application was approved due to Income, Employed, Industry, Citizen, Ethnicity."
1,20.5,2.415,1,1,Energy,White,2.0,1,1,11,1,ByBirth,200,3000,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Ethnicity, PriorDefault."
0,29.5,0.46,1,1,Financials,White,0.54,1,1,4,0,ByBirth,380,500,1,"This application was approved due to Income, Employed, CreditScore, Citizen, Ethnicity."
1,42.25,1.75,0,0,Energy,White,0.0,0,0,0,1,ByBirth,150,1,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, ZipCode, Industry, Age, Debt, PriorDefault."
1,29.83,1.25,0,0,Financials,White,0.25,0,0,0,0,ByBirth,224,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Debt, Age, Industry, PriorDefault."
1,20.08,0.25,1,1,Materials,White,0.125,0,0,0,0,ByBirth,200,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, Debt, CreditScore."
1,23.42,0.585,1,1,Energy,Black,0.085,1,0,0,0,ByBirth,180,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Debt, Ethnicity, Industry, PriorDefault."
0,29.58,1.75,0,0,Financials,White,1.25,0,0,0,1,ByBirth,280,0,0,"This application was denied due to Employed, CreditScore, ZipCode, Debt, Industry, Age."
1,16.17,0.04,1,1,Energy,White,0.04,0,0,0,0,ByBirth,0,0,1,"This application was denied due to YearsEmployed, Employed, CreditScore, Debt, Industry."
1,32.33,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Industry, Age, PriorDefault."
1,28.46,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0,0,"This application was denied due to Employed, CreditScore, Debt, ZipCode."
1,47.83,4.165,1,1,Utilities,Asian,0.085,0,0,0,1,ByBirth,520,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, PriorDefault, Ethnicity."
1,20.0,1.25,0,0,Financials,White,0.125,0,0,0,0,ByBirth,140,4,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, ZipCode, Industry, Debt, PriorDefault."
1,27.58,3.25,0,0,Materials,Black,5.085,0,1,2,1,ByBirth,369,1,0,"This application was denied due to Income, CreditScore, Ethnicity, PriorDefault."
1,22.0,0.79,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,420,283,0,"This application was denied due to Income, YearsEmployed, Debt, CreditScore, PriorDefault."
1,19.33,10.915,1,1,Energy,Asian,0.585,0,1,2,1,ByBirth,200,7,0,"This application was denied due to Income, YearsEmployed, ZipCode, CreditScore, Industry, Ethnicity."
0,38.33,4.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,160,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Industry, Age, PriorDefault."
1,29.42,1.25,1,1,Energy,Black,0.25,0,1,2,1,ByBirth,400,108,0,"This application was denied due to Income, YearsEmployed, Ethnicity, Industry, CreditScore, Age, Debt, ZipCode, PriorDefault."
1,22.67,0.75,1,1,ConsumerDiscretionary,White,1.585,0,1,1,1,ByBirth,400,9,0,"This application was denied due to Income, Industry, Debt, CreditScore, ZipCode, Age."
1,32.25,14.0,0,0,Healthcare,Latino,0.0,0,1,2,0,ByBirth,160,1,0,"This application was denied due to Income, YearsEmployed, ZipCode, CreditScore, PriorDefault, Age."
